Property Title,Price,Rooms,Floors,Bedrooms,Living,Type,Condition,Standing,Construction year,Renovation year,Heating,Hot water,Energy efficiency rating,Environmental (CO₂) impact rating,Total,Hot water waste,Bathrooms,Toilet rooms,Shower rooms,Land,Balconies,Balcony,Parking lots (outside),Parking lots (inside),Internal,Terraces,Garages (outside),Environment,Terrace,Cellar,Beds
Two rooms in the heart of the 9th arrondissement!,"$437,724",2,1,1,37.13 m²,Condo/Apartment,,,1900,,,,D233,C30,,,1,1,,,,,,,,,,,,,
Charming 2 pieces,"$383,009",2,,1,46.5 m²,Condo/Apartment,,,1958,,"Common, Gas",,E271,E59,,,,1,1,,,,,,,,,,,,
Near Bastille - turnkey apartment,"$601,871",3,,2,50.06 m²,Condo/Apartment,,,,,"Convector, Individual, Electric",,F384,C12,,,,1,1,,,,,,,,,,,,
Studio with exceptional view of the Eiffel Tower,"$217,768",1,,1,16 m²,Condo/Apartment,,,1910,,"Radiator, Individual, Electric",,F500,C17,,,,1,1,,,,,,,,,,,,
7 Rue 7tex,"$760,546",3,,2,68 m²,Condo/Apartment,,,1991,,Individual,,C162,A5,,,1,2,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$163,052",1,,1,16 m²,Condo/Apartment,,,1930,,"Individual, Electric",,G545,C17,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$186,033",1,,,15 m²,Condo/Apartment,,,,,"Individual, Electric",,E390,B12,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$273,578",1,,1,23 m²,Condo/Apartment,,,,,Individual,,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$350,180",1,,1,29 m²,,,,,,,,E362,B11,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$492,440",2,,1,42 m²,,,,,,,,No data,No data,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$982,691",4,,2,105 m²,,,,,,,,No data,No data,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,365,700",6,,3,117 m²,,,,,,,,No data,No data,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$524,722",3,,1,57 m²,Condo/Apartment,,,,,Common,,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,530,941",4,,2,105 m²,Condo/Apartment,,,,,Common,,No data,No data,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,474,037",5,,3,110 m²,Condo/Apartment,,,,,Common,,D211,C13,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$524,722",3,,1,57 m²,Condo/Apartment,,,,,Common,,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$3,501,795",7,,3,184 m²,Condo/Apartment,,,,,Common,,No data,No data,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$546,061",4,,,68 m²,Condo/Apartment,,,,,Common,,No data,No data,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$546,061",4,,,68 m²,Condo/Apartment,,,,,Common,,No data,No data,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$574,513",2,,1,48 m²,,,,,,,,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$590,928",3,,2,60 m²,Condo/Apartment,,,,,Common,,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$579,438",3,,2,56 m²,Condo/Apartment,,,,,Common,,D227,D33,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$601,871",3,,1,62 m²,Condo/Apartment,,,,,Common,,No data,No data,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,420,963",5,,3,100 m²,Condo/Apartment,,,,,Common,,D211,C13,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$694,887",3,,2,72 m²,Condo/Apartment,,,1880,,,,E299,E64,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$410,367",1,,,38 m²,,,,,,,,No data,No data,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$711,302",4,,3,69 m²,Condo/Apartment,,,,,"Individual, Electric",,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$491,893",3,,2,47 m²,,,,,,,,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$732,094",3,,2,63 m²,Condo/Apartment,,,,,"Individual, Gas",,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$414,744",2,,1,38 m²,Condo/Apartment,,,,,Common,,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$755,075",5,,3,100 m²,Condo/Apartment,,,1976,,Individual,,No data,No data,,,1,2,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$491,346",2,,1,43 m²,Condo/Apartment,,,,,"Individual, Gas",,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$763,829",3,,2,78 m²,Condo/Apartment,,,,,Common,,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$491,893",3,,2,47 m²,,,,,,,,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,532,035",3,,2,87 m²,Condo/Apartment,,,,,"Individual, Electric",,B81,A2,,,,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,641,467",4,,2,90 m²,Condo/Apartment,,,,,"Individual, Electric",,,A2,,,,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,860,329",3,,2,90 m²,Condo/Apartment,,,1901,,Individual,,B95,A2,,,,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,860,329",3,,2,92 m²,Condo/Apartment,,,1901,,Individual,,B95,A2,,,,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$585,456",2,,1,46 m²,Condo/Apartment,,,,,"Common, Gas",,D200,D42,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$202,448",2,,1,24 m²,Condo/Apartment,,,,,Individual,,G652,C21,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$346,897",2,,1,30 m²,Condo/Apartment,,,1927,,Common,,E300,F72,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$136,789",1,,,12 m²,Condo/Apartment,,,,,"Individual, Electric",,G450,E50,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$815,262",4,,2,78 m²,Condo/Apartment,,,1959,,"Common, Gas",,No data,No data,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,149,027",4,,3,102 m²,Condo/Apartment,,,,,Common,,E285,E51,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,039,595",3,,2,88 m²,Condo/Apartment,,,1840,,"Individual, Gas",,C104,C21,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$842,619",4,,2,64 m²,Condo/Apartment,,,1905,,"Individual, Electric",,D234,B8,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$809,790",3,,1,51 m²,Condo/Apartment,,,1880,,"Common, Gas",,No data,No data,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$984,880",3,,2,76 m²,Condo/Apartment,,,1972,,Common,,D159,D34,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$859,034",3,,2,80 m²,Condo/Apartment,,,,,Individual,,D215,D6,,,2,2,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$317,350",1,,,30 m²,Condo/Apartment,,,,,Common,,E325,B10,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$804,319",3,,2,81 m²,Condo/Apartment,,,,,Common,,F354,F77,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$842,619",3,,2,60 m²,Condo/Apartment,,,,,Individual,,E298,B9,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$804,319",3,,2,65 m²,Condo/Apartment,,,,,"Individual, Electric",,No data,No data,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$848,091",3,,2,62 m²,Condo/Apartment,,,,,"Common, Gas",,E263,D43,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$279,618",1,,,25 m²,Condo/Apartment,,,1970,,"Common, Gas",,E325,E69,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$993,634",4,,3,72 m²,Condo/Apartment,,,1905,,,,E295,C15,,,,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,439,019",5,,2,98 m²,Condo/Apartment,,,1880,,"Individual, Gas",,D144,D31,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$119,280",1,,,10 m²,Condo/Apartment,,,1911,,"Individual, Electric",,G792,C25,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$489,157",3,,2,47 m²,Condo/Apartment,,,1910,,"Individual, Gas",,E247,E53,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$539,495",2,,1,46 m²,Condo/Apartment,,,1985,,Individual,,D218,D43,,,,,,,,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,280,344",3,,,91 m²,Condo/Apartment,,,,,Common,,E251,E50,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$760,546",4,,2,80 m²,Condo/Apartment,,,,,Common,,F398,E60,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,625,052",3,,2,86 m²,Condo/Apartment,,,1900,,Individual,,D146,D31,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$492,440",2,,1,39 m²,Condo/Apartment,,,1900,,Common,,No data,No data,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$645,643",3,,1,67 m²,Condo/Apartment,,,1955,,Individual,,No data,No data,,,1,1,,,,,,,,,,,,,
Charming Parisian apartment of 55m2. Paris 16th. Auteuil district.,"$625,344",3,,2,55.14 m²,Condo/Apartment,,,,,"Common, Gas",,E315,E67,,,1,1,,,,,,,,,,,,,
"Character apartment of 2 rooms. St Ambroise district, near Marais.Paris.","$457,422",2,,1,32 m²,Condo/Apartment,,,1889,,"Convector, Individual, Electric",,F363,B11,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$370,971",1,2,,34.76 m²,Condo/Apartment,,,,,,Hot water tank,E216,C19,,,,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$123,657",1,6,,8 m²,Condo/Apartment,,,,,Individual,,No data,No data,,,,,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$175,090",1,5,,15 m²,Condo/Apartment,,,,,Individual,,E,D12,,,,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$572,325",3,1,2,58.5 m²,Condo/Apartment,,,1900,,"Radiator, Individual, Electric",Hot water tank,E251,B8,,,,1,2,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$689,416",2,9,1,62.75 m²,Condo/Apartment,,,1972,,"Radiator, Common, Gas",,E309,E67,,,1,1,,44.8 m²,,,,,,1,,,,,
"Condo/Apartment for sale in Paris, France","$381,915",2,8,1,40.18 m²,Condo/Apartment,,,1965,,"Radiant, Common, Gas",,D161,D33,,Main drainage,,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$594,211",1,6,,32.7 m²,Condo/Apartment,,,1850,,,,D239,B7,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$601,871",1,5,,32.5 m²,Condo/Apartment,,,1850,,,,D232,B7,,,,,,,,,,,,,,,,,
"Apartment for sale in Rue du Château d'Eau, 75010 Paris","$251,144",1,,1,22 m²,,,,,,,,No data,No data,,,,,,,,,,,,,,,,,
"Magnificent atypical apartment of 123 m² in Convention, Paris","$820,733",4,,2,121 m²,,,,,,,,No data,No data,,,,,,,,,,,,,,,,,
3-room apartment of 37 m2 for sale in Paris in the 17th arrondissement - Ideal for first-time buyers or investors.,"$486,968",3,,2,37 m²,Condo/Apartment,,,,,"Individual, Electric","Hot water tank, Individual",D234,B7,48 m²,,,,,,,,,,,,,,,,
Functional studio to renovate in a quiet residence in the 20th,"$103,960",1,,1,11 m²,Condo/Apartment,,,1958,,"Common, Gas",Hot water tank,No data,No data,11 m²,,,,,,,,,,,,,,,,
Renovated family house of 140m2 on a plot of 250m2 - Villejuif,"$711,302",7,,3,140 m²,,,,,,,,No data,No data,140 m²,,,,,,,,,,,,,,,,
Charming 3-room apartment of 48 m² in Paris.,"$469,459",3,6,1,48 m²,Condo/Apartment,,,,,"Radiator, Individual, Electric","Hot water tank, Individual",F400,C13,48 m²,,,,,,,,,,,,,,,,
2-room apartment of 20m2 for sale in Paris 10th arrondissement - Ideal for first-time buyers or investors.,"$268,106",2,,1,20 m²,Condo/Apartment,,,1881,,"Radiator, Individual, Electric","Boiler, Individual",F475,C15,,,,,,,,,,,,,,,,,
Apartment for sale - Paris 4 - Rivoli - 3 bedrooms - Lift - Balcony,"$2,073,719",5,6,3,125.01 m²,Condo/Apartment,Excellent condition,Regular,1881,,"Radiator, Individual, Electric","Hot water tank, Individual",D237,B7,127.85 m²,Main drainage,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$436,630",2,5,1,33.73 m²,,,,,,,,F283,E85,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$820,733",3,9,2,68 m²,Condo/Apartment,,,1975,,"Radiator, Common, Gas",,E269,D46,,,,1,2,,,,,,,1,,,,,
"Condo/Apartment for sale in Paris, France","$108,337",1,7,1,9 m²,Condo/Apartment,,,1930,,Common,,E389,E78,,,,,1,,,,,,,,,,,,
"Condo/Apartment for sale, 15th arrondissement of Paris, in Paris, France","$710,208",3,11,2,72 m²,Condo/Apartment,,,1971,,Common,,D226,D41,,,1,1,,,1,,1,,,,,,,,
"Condo/Apartment for sale in Paris, France","$700,906",2,7,1,49.08 m²,Condo/Apartment,,,1900,,"Radiator, Individual, Electric",Hot water tank,G957,D32,,,1,1,,,,,,,,,,,,,
Atypical 3/4 room apartment,"$579,985",3,3,2,80 m²,Condo/Apartment,Good condition,,,,Electric,,G726,D21,,,,,1,,,,,,,,,,,,
STUDIO FOR SALE PARIS 16th!,"$129,129",1,7,1,9.5 m²,Condo/Apartment,,,1930,,,,F374,F65,,,,,1,,,,,,,,,,,,
Paris 14 eme - 3 room(s) 80 m2,"$952,051",3,8,2,80.7 m²,Condo/Apartment,,,1955,,"Radiator, Common, Gas",,D,D31,,,1,1,,,,,,,,,,,,,
5-room apartment,"$1,915,044",5,11,3,136.57 m²,Condo/Apartment,,,1964,,Common,,D244,D49,,,2,2,,,1,8.2 m²,,,,,1,,,,
Exclusivity. Cambronne. On the top floor 4 rooms of 92.11m²,"$1,092,122",4,10,,92.11 m²,Condo/Apartment,,,1977,,Common,,C168,C27,,,,,,,,,,,,,,,,,
Exclusivity. Upper Belleville Park / lower Jourdain. Rare House 5,"$1,313,173",5,2,,128 m²,House,,,,,"Radiator, Electric",,D209,B6,,,,,,,,,,,,1,,,,,
Exclusivity. Breteuil/Duroc/St François-Xavier. 4 rooms of 116m,"$1,586,751",4,10,,116 m²,Condo/Apartment,,,1973,,Common,,D199,D34,,,,,,,,,,,,1,1,,,,
Cardinal Lemoine - Monge,"$253,880",1,5,,,Condo/Apartment,,,1900,,"Radiator, Individual, Electric",,No data,No data,,,,,,,,,,,,,,,,,
Villiers - T3 with large private courtyard and cellar,"$513,232",3,7,,46.1 m²,Condo/Apartment,,,,,"Common, Gas",,F345,F62,,,,,,,,,,,,,,,,,
Refurbished apartment with exceptional view of the Eiffel Tower,"$959,711",1,,,40.7 m²,,,,,,,,No data,No data,,,,1,1,,,,1,,,1,,,,,
Apartment Traversant - Paris 10th - Saint Vincent de Paul / L,"$3,266,518",7,,4,316 m²,Condo/Apartment,,,1880,,"Radiator, Common, Gas",,E315,E54,,,3,,,,,,,,,,,,,,
Convention / Vaugirard,"$2,484,086",7,3,,250 m²,House,,,1908,,"Individual, Gas",,E291,E57,,,,,,,,,,,,,,,,,
Boulevard Saint-Germain / facing the Ile Saint-Louis,"$1,849,386",5,6,4,118.56 m²,Condo/Apartment,,,1890,,"Radiator, Individual, Gas",,D184,D38,,,,,,,,,,,,,,,,,
PARIS 11 - BETWEEN LEDRU-ROLLIN & VOLTAIRE,"$119,280",1,3,,10.57 m²,Condo/Apartment,,,1911,,"Radiator, Individual, Electric",,G792,C25,,,,1,1,,,,,,,,,,,,
Auteuil / Montmorency,"$3,129,729",6,,,173.99 m²,Condo/Apartment,,,2015,,"Radiator, Individual, Electric",,C179,A5,,,,,,,,,,,,,,,,,
Marbeuf / Georges V,"$3,053,128",3,6,2,134 m²,Condo/Apartment,,,1880,,"Radiator, Individual, Electric",,E260,B8,,,,,,,,,,,,,,,,,
In the heart of a cobbled cul-de-sac,"$574,513",2,3,1,48.35 m²,Condo/Apartment,,,1950,,"Radiator, Individual, Electric",,F392,C12,,,1,1,,,,,,,,,,,,,
Trocadero,"$1,280,344",3,,,91 m²,Condo/Apartment,,,,,Common,,E251,E50,,,,,,,,,,,,,,,,,
PARIS 16 - RUE CAPITAINE OLCHANSKI,"$760,546",4,,2,80 m²,Condo/Apartment,,,,,Common,,F398,E60,,,1,1,,,,,,,,,,,,,
75003/Haut Marais: superb 3 rooms,"$1,083,368",3,,,76.77 m²,Condo/Apartment,,,,,"Individual, Electric",,No data,No data,,,,,,,,,,,,,,,,,
75016/M°Exelmans: spacious and comfortable 2-room apartment,"$525,269",2,,1,55.72 m²,Condo/Apartment,,,,,"Radiator, Individual, Gas",,F412,F90,,,,1,1,,,,,,,,,,,,
75016/M° La Muette: comfortable family apartment,"$1,302,230",5,11,3,119.93 m²,Condo/Apartment,,,,,Common,,F407,E57,,,1,1,1,,,,,,,,,,,,
75003/Picasso Museum: charming studio apartment,"$191,504",1,6,,12.35 m²,Condo/Apartment,,,,,"Individual, Electric",,G621,C20,,,,,,,,,,,,,,,,,
75004/Rue des Tournelles: charmant duplex,"$377,537",2,,,24.64 m²,Condo/Apartment,,,,,"Individual, Electric",,G572,C18,,,,1,1,,,,,,,,,,,,
75009/Saint Georges-Antwerp: superb 2 rooms,"$459,611",2,,1,36.04 m²,Condo/Apartment,,,,,"Individual, Electric",,E325,B10,,,,1,1,,,,,,,,,,,,
Saint-Mandé - 3 rooms with terrace - 91 m2,"$941,107",3,4,2,91 m²,Condo/Apartment,,,1981,,"Radiant, Common, Electric",,E261,B8,,,1,1,,,2,4 m²,,,,1,,,,,
2 room apartment refurbished - Chardon Lagache - Exelmans,"$481,360",2,,1,42 m²,Condo/Apartment,,,1932,,"Radiator, Common, Gas",,No data,No data,,,,1,1,,,,,,,,,,,,
Saint-Mandé - 2/3 rooms with terrace - 91 m2,"$941,107",2,4,1,91 m²,Condo/Apartment,,,1981,,"Radiant, Common, Electric",,E292,B8,,,1,,,,2,4 m²,,,,1,,,,,
PARIS 9e SQUARE D'ANVERS / AVENUE TRUDAINE,"$525,269",2,6,,41.62 m²,Condo/Apartment,,,1900,,"Individual, Electric",,G511,C16,,,,,,,,,,,,,,,,,
Place Vavin - Notre-Dame des Champs,"$765,471",2,6,1,45 m²,Condo/Apartment,Good condition,,1890,,"Radiator, Individual, Gas","Hot water tank, Individual",D182,D38,43.55 m²,Main drainage,,,,,,,,,,,,,,,
"3/4 ROOM APARTMENT WITH BALCONY, BRIGHT AND THROUGH","$853,563",3,7,2,84 m²,Condo/Apartment,,,1974,,"Radiator, Electric",,E269,B8,,,1,1,,,,,,,,,,,,,
Apartment with beautiful volumes between the Arc de Triomphe and Plac,"$2,834,266",6,6,4,175 m²,Condo/Apartment,,,1890,,"Common, Gas",,D177,D41,,,1,,2,,,,,,,,,,,,
STUDIO OCCUPIED - QUARTIER ODÉON LUXEMBOURG 75006 PARIS,"$327,199",1,6,,23.74 m²,Condo/Apartment,,,,,"Radiator, Individual, Electric",,F422,C13,,,1,1,,,,,,,,,,,,,
APPT 2 ROOMS - QUARTIER TOMBE ISSOIRE 75014 PARIS,"$547,156",2,7,1,52.84 m²,Condo/Apartment,,,1964,,"Radiator, Common, Gas",,D235,D30,,,1,1,,,,,,,,,,,,,
APARTMENT 2 ROOMS + PARKING - 47.34m² - QUARTIER MAISON BLANC,"$436,630",2,18,1,47.34 m²,Condo/Apartment,,,1973,,Common,,C105,C20,,,,1,1,,,,,,,,,,,,
STUDIO WITH BALCONY - ALESIA MAINE DISTRICT 75014,"$298,747",1,12,,28.6 m²,Condo/Apartment,,,1970,,"Radiator, Common, Gas",,D219,D46,,,1,1,,,,,,,,,,,,,
"STUDIO 24,41 CARREZ","$279,618",1,8,,25 m²,Condo/Apartment,,,1970,,"Common, Gas",,E325,E69,,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$525,269",3,,2,60 m²,,,,,,,,E312,E64,,,1,1,,,,,1,1,,,,,,,
"Condo/Apartment for sale in Paris, France","$831,676",3,,2,85 m²,,,,,,,,D184,D31,,,2,2,,,,,,1,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,065,859",4,,3,82 m²,,,,,,,,B51,B6,,,1,2,,,,,,1,,,,,,,
"Condo/Apartment for sale in Paris, France","$261,540",1,,,29 m²,Condo/Apartment,,,,,Electric,,C191,C20,,,1,1,,,,,,1,,,,,,,
"Condo/Apartment for sale in Paris, France","$813,073",3,,2,64 m²,,,,,,,,B51,B6,,,,1,,,,,,,,,,,,,
Charming 3-room apartment of 48 m² in Paris,"$469,459",3,6,1,48 m²,Condo/Apartment,,,1948,,Electric,Hot water tank,F400,C13,48 m²,,1,,,,,,,,,,,,,,
PARIS - BATIGNOLLES DISTRICT - APARTMENT 36 M² - ONE BEDROOM - KITCHEN - SHOWER ROOM - CELLAR - SECURE BIKE ROOM,"$418,574",2,5,1,36 m²,Condo/Apartment,,,1930,,Electric,,E328,B10,36 m²,,2,1,,,,,,,,,,,,,
PARIS IV th - PLACE DES VOSGES/RUE DES TOURNELLES - STUDIO,"$346,897",1,5,,21.15 m²,Condo/Apartment,,,,,Electric,Hot water tank,D219,B6,21 m²,,1,1,,,,,,,,,,,,,
5 ROOMS - PARIS 18,"$1,723,540",5,6,3,140 m²,Condo/Apartment,,,,,,Hot water tank,D197,D34,140 m²,,2,1,,,,,,,40 m²,,,,,,
Magnificent studio of 27 m2 75014 Paris,"$294,370",1,,,27 m²,,,,,,,,E,B,27 m²,,1,1,,,,,,,,,,,,,
"Magnificent atypical apartment of 123 m² in Convention, Paris","$820,733",4,6,,121 m²,Condo/Apartment,,,1881,,,,E,,121 m²,,1,,,,,,,,,,,,,,
"Studio of 28m2 for sale in Paris 11th arrondissement - Ideal for first-time buyers, professional office or investors","$217,768",1,2,,28 m²,Condo/Apartment,,,1930,,,,F,,28 m²,,1,,,,,,1,,,,,,,,
2 ROOMS I GARDEN I LIKE A HOUSE,"$327,199",2,1,1,35 m²,Condo/Apartment,,,,,Electric,Boiler,No data,No data,35 m²,,1,1,,,,,,,,,,,,,
3-room apartment to renovate,"$599,682",3,6,2,52 m²,Condo/Apartment,,,,,Electric,,E306,B9,52 m²,,2,1,,,,,,,,,,,,,
PARIS 15 | MONTPARNASSE | 56M² | BRIGHT,"$492,440",3,6,2,56.3 m²,,,,,,,,No data,No data,56 m²,,1,1,,,,,,,,,,,,,
Renovated 2-room apartment,"$437,724",2,6,1,43 m²,Condo/Apartment,,,,,Gas,Boiler,E,E,43 m²,,1,1,,,,,,,,,,,,,
2-room apartment of 20m2 for sale in Paris 10th arrondissement - Ideal for first-time buyers or investors,"$268,106",2,6,1,20 m²,Condo/Apartment,,,1881,,Electric,Hot water tank,F475,C15,20 m²,,1,,,,,,,,,,,,,,
Renovated 2-room apartment,"$459,611",2,7,1,41 m²,Condo/Apartment,,,,,Gas,Boiler,E320,E69,41 m²,,1,1,,,,,,,,,,,,,
2-room apartment,"$156,924",2,6,1,15.3 m²,Condo/Apartment,,,,,Electric,Hot water tank,G,C,15 m²,,1,1,,,,,,,,,,,,,
3-room apartment with terrace,"$655,492",3,6,2,67 m²,Condo/Apartment,,,,,Gas,,C114,C17,67 m²,,1,2,,,,,1,1,,,,,,,
2 ROOMS | Ground floor | 42m²,"$567,947",2,6,,42 m²,Condo/Apartment,,,,,Electric,,B101,A2,42 m²,,1,1,,,,,,,,,,,,,
3-room apartment with terrace,"$655,492",3,6,2,75 m²,Condo/Apartment,,,,,Gas,,C114,C17,75 m²,,1,2,,,,,1,1,,,,,,,
"PARIS 16th - Porte de Saint Cloud, 5 Rooms Apartment - 3 Bedrooms - 1 Cellar","$1,187,327",5,8,3,100 m²,Condo/Apartment,,,,,Gas,,D237,D48,100 m²,,3,1,,,,,,,38 m²,,,,,,
PARIS 16 | RUE DE PASSY | 3 ROOMS | 72 m² | 2 BALCONIES,"$869,977",3,8,1,72 m²,,,,,,,,F295,F92,72 m²,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$859,034",3,,2,68 m²,Condo/Apartment,,,,,Gas,,D186,D40,,,1,,,,,,,,,,,,,,
3 rooms 2 bedrooms a stone's throw from the Buttes Chaumont,"$546,061",3,,2,56 m²,,,,,,,,E298,E65,56 m²,,1,,,,,,,,,,,,,,
2 rooms DPE B,"$459,611",2,,1,47 m²,,,,,,,,E300,E65,47 m²,,1,,,,,,,,,,,,,,
Imop Opportunity,"$328,184",2,,1,36 m²,,,,,,,,No data,No data,36 m²,,,,,,,,,,,,,,,,
3 ROOMS - VILLIERS,"$720,057",3,6,1,64.6 m²,Condo/Apartment,,,1881,,Gas,,E287,E60,64 m²,,1,1,,,,,,,,,,,,,
INDEPENDENT STUDIO IN PARIS XVI TROCADERO,"$250,597",1,,,17 m²,,,,,,,,G524,G113,17 m²,,,,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$448,668",3,,1,37 m²,,,,,,,,E315,B10,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$341,097",2,,1,26 m²,Condo/Apartment,,,,,Electric,,E316,B10,,,1,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$437,724",2,,1,45 m²,Condo/Apartment,,,,,Gas,,D240,D43,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$1,251,892",4,,2,116 m²,,,,,,,,E228,E50,,,,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$540,042",2,,1,59 m²,Condo/Apartment,,,,,Gas,,E283,E62,,,,1,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$207,919",2,,1,40 m²,Condo/Apartment,,,,,Electric,,D201,D47,,,1,1,,,,,,,,,,,,,
Apartment Paris 3 rooms 74.77 m2,"$574,404",3,4,2,74.77 m²,Condo/Apartment,,,,,"Individual, Electric",,F405,C13,,,,1,1,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$710,208",4,,3,97 m²,Condo/Apartment,,,,,Electric,,E283,B9,,,1,2,,,,,,,,,,,,,
"Condo/Apartment for sale in Paris, France","$546,061",2,,,51 m²,,,,,,,,E286,E62,,,1,1,,,,,,,,,,,,,
Apartment,"$689,416",3,,2,75 m²,Condo/Apartment,,,,,Gas,,D187,D33,75 m²,,,,,,,,,,,,,,,,
